accuracy,auc_macro,auc_micro,f1_binary,f1_macro,f1_micro,r2,threshold,num_features,test_fold_i,train_r2,lambda_,max_features,split_version
0.99837,0.6143778706576007,0.6143778706576007,0.020432692307692308,0.50980850683153,0.99837,-1.183692798172176,0.0222222,3,3,0.240878,3e-05,19,1
0.907462,0.8005732241241355,0.8005732241241355,0.0068046194135577215,0.479137404849078,0.907462,-133.4002941103344,0.00311558,1,0,0.015160900000000001,1e-05,19,1
0.998469,0.6470003354807834,0.6470003354807834,0.012894906511927788,0.5060644062029742,0.998469,-1.2235930134963149,0.00453172,2,0,0.200479,1e-05,19,1
0.998543,0.6797341626726242,0.6797341626726242,0.016205266711681293,0.5077381134288347,0.998543,-1.1161169305448277,0.0833333,3,0,0.28931599999999996,1e-05,19,1
0.998451,0.7719391266943875,0.7719391266943875,0.0012894906511927789,0.5002571947801484,0.998451,-1.2794912305073343,0.00748503,1,1,0.054679,1e-05,19,1
0.998616,0.6316947156419306,0.6316947156419306,0.017045454545454544,0.5081764835171234,0.998616,-1.036679059407457,0.0416667,2,1,0.215081,1e-05,19,1
0.998541,0.5916054858480236,0.5916054858480236,0.021462105969148222,0.5103660308605807,0.998541,-1.1470482280892194,0.111111,3,1,0.31037,1e-05,19,1
0.997686,0.7324342955539318,0.7324342955539318,0.006013745704467354,0.502427698693513,0.997686,-2.194039816798213,0.00326904,1,2,0.028544200000000002,1e-05,19,1
0.998534,0.6354130800002414,0.6354130800002414,0.008119079837618405,0.5036927688750079,0.998534,-1.0235360291383668,0.037037,2,2,0.226289,1e-05,19,1
0.998531,0.6330859756081781,0.6330859756081781,0.013431833445265278,0.5063483931012965,0.998531,-1.0276769623494273,0.125,3,2,0.297619,1e-05,19,1
0.998484,0.7684098194041712,0.7684098194041712,0.002631578947368421,0.5009365012146073,0.998484,-1.030968271183447,0.00806452,1,3,0.032360400000000004,1e-05,19,1
